__id,__created_time,__last_edited_time,Commit,Finished,Eval Recipe,Seed,Primary Metric,Result,Status,Server,Decision Needed,GPU Config,Artifacts,Started,Step,Tier,Name
3ccee4d4-7777-8185-901a-df5340f9ee45,2026-08-30T10:27:00.000Z,2026-08-30T10:27:00.000Z,762ee4f57069990120cbc668730c17f376f3dfa7,"{""start"": ""2026-08-30T10:27:00.000+00:00"", ""end"": null, ""time_zone"": null}","effective_bs=1 (gpu_count=1 x per-gpu bs), lr_scaling=none; test_cfg(score_thr=None, max_per_img=None, nms_pre=None, nms_iou=None); split(train 9657 / val 1515 / test 4265)",123,(STEP B),"phase acc=0.7571, macro_f1=0.4846, jaccard=0.3717, edit=14.7798, segF1@50=0.1121
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/b4_refin_both_002_b4_refin_both_seed123
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/b4_refin_both_002_b4_refin_both_seed123/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/b4_refin_both_002_b4_refin_both_seed123/predictions (0 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/b4_refin_both_002_b4_refin_both_seed123,"{""start"": ""2026-08-30T02:30:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,b4_refin_both_002_b4_refin_both_seed123
3ccee4d4-7777-8145-87ab-dae938c90b0b,2026-08-30T10:27:00.000Z,2026-08-30T10:27:00.000Z,762ee4f57069990120cbc668730c17f376f3dfa7,"{""start"": ""2026-08-30T10:27:00.000+00:00"", ""end"": null, ""time_zone"": null}","effective_bs=1 (gpu_count=1 x per-gpu bs), lr_scaling=none; test_cfg(score_thr=None, max_per_img=None, nms_pre=None, nms_iou=None); split(train 9657 / val 1515 / test 4265)",42,(STEP B),"phase acc=0.7545, macro_f1=0.4768, jaccard=0.3642, edit=13.8644, segF1@50=0.1105
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/b4_refin_both_001_b4_refin_both_seed42
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/b4_refin_both_001_b4_refin_both_seed42/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/b4_refin_both_001_b4_refin_both_seed42/predictions (0 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/b4_refin_both_001_b4_refin_both_seed42,"{""start"": ""2026-08-30T02:30:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,b4_refin_both_001_b4_refin_both_seed42
3ccee4d4-7777-8197-b802-e3a436d659ce,2026-08-30T10:27:00.000Z,2026-08-30T10:27:00.000Z,762ee4f57069990120cbc668730c17f376f3dfa7,"{""start"": ""2026-08-30T10:27:00.000+00:00"", ""end"": null, ""time_zone"": null}",(eval_recipe が metrics.json に未記載),42,(STEP B),"det mAP=0.7375 (init/warm-start=0.7303, Δ_det=+0.0072)
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_pred_seed42
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_pred_seed42/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_pred_seed42/predictions (2 files)
  logs: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_pred_seed42/logs (2 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/pd_refin_pred_seed42,"{""start"": ""2026-08-30T06:58:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,pd_refin_pred_seed42
3ccee4d4-7777-81f0-9ff6-e10c6c5d74ef,2026-08-30T10:27:00.000Z,2026-08-30T10:27:00.000Z,762ee4f57069990120cbc668730c17f376f3dfa7,"{""start"": ""2026-08-30T10:27:00.000+00:00"", ""end"": null, ""time_zone"": null}",(eval_recipe が metrics.json に未記載),42,(STEP B),"det mAP=0.7411 (init/warm-start=0.7303, Δ_det=+0.0108)
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_oracle_seed42
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_oracle_seed42/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_oracle_seed42/predictions (2 files)
  logs: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_oracle_seed42/logs (2 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/pd_refin_oracle_seed42,"{""start"": ""2026-08-30T06:58:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,pd_refin_oracle_seed42
3ccee4d4-7777-81ee-b7f9-d9cc3044073d,2026-08-30T10:27:00.000Z,2026-08-30T10:27:00.000Z,762ee4f57069990120cbc668730c17f376f3dfa7,"{""start"": ""2026-08-30T10:27:00.000+00:00"", ""end"": null, ""time_zone"": null}",(eval_recipe が metrics.json に未記載),42,(STEP B),"det mAP=0.7336 (init/warm-start=0.7303, Δ_det=+0.0033)
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_empty_seed42
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_empty_seed42/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_empty_seed42/predictions (2 files)
  logs: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_empty_seed42/logs (2 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/pd_refin_empty_seed42,"{""start"": ""2026-08-30T06:58:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,pd_refin_empty_seed42
3ccee4d4-7777-8166-9bb4-d5f1ff9b75ef,2026-08-30T10:27:00.000Z,2026-08-30T10:27:00.000Z,762ee4f57069990120cbc668730c17f376f3dfa7,"{""start"": ""2026-08-30T10:27:00.000+00:00"", ""end"": null, ""time_zone"": null}",(eval_recipe が metrics.json に未記載),42,(STEP B),"det mAP=0.7425 (init/warm-start=0.7303, Δ_det=+0.0122)
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_both_seed42
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_both_seed42/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_both_seed42/predictions (2 files)
  logs: /home/ubuntu/slocal/m2/experiments/transfer/pd_refin_both_seed42/logs (2 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/pd_refin_both_seed42,"{""start"": ""2026-08-30T06:58:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,pd_refin_both_seed42
3cbee4d4-7777-81ae-86ef-c62c862408be,2026-08-29T14:12:00.000Z,2026-08-29T14:12:00.000Z,7b1cff8b9e12478bf2638597f385565386d7aed6,"{""start"": ""2026-08-29T14:12:00.000+00:00"", ""end"": null, ""time_zone"": null}","effective_bs=1 (gpu_count=1 x per-gpu bs), lr_scaling=none; test_cfg(score_thr=None, max_per_img=None, nms_pre=None, nms_iou=None); split(train 9657 / val 1515 / test 4265)",456,"phase acc/macro-F1/jaccard/edit/seg-F1 (online_causal, jaccard strict)","phase acc=0.9353, macro_f1=0.7813, jaccard=0.7341, edit=52.0741, segF1@50=0.5701
①信号 det→phase。Δ_phase vs S4 base 0.8986±0.0034
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_003_b2a_refin_pred_seed456
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_003_b2a_refin_pred_seed456/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_003_b2a_refin_pred_seed456/predictions (0 files)
  logs: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_003_b2a_refin_pred_seed456/logs (0 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_003_b2a_refin_pred_seed456,"{""start"": ""2026-08-29T13:54:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,b2a_refin_pred_003_b2a_refin_pred_seed456
3cbee4d4-7777-8197-9eed-c7fa0cc98fb4,2026-08-29T14:11:00.000Z,2026-08-29T14:11:00.000Z,7b1cff8b9e12478bf2638597f385565386d7aed6,"{""start"": ""2026-08-29T14:11:00.000+00:00"", ""end"": null, ""time_zone"": null}","effective_bs=1 (gpu_count=1 x per-gpu bs), lr_scaling=none; test_cfg(score_thr=None, max_per_img=None, nms_pre=None, nms_iou=None); split(train 9657 / val 1515 / test 4265)",123,"phase acc/macro-F1/jaccard/edit/seg-F1 (online_causal, jaccard strict)","phase acc=0.9347, macro_f1=0.7845, jaccard=0.7363, edit=40.0000, segF1@50=0.4236
①信号 det→phase。Δ_phase vs S4 base 0.8986±0.0034
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_002_b2a_refin_pred_seed123
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_002_b2a_refin_pred_seed123/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_002_b2a_refin_pred_seed123/predictions (0 files)
  logs: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_002_b2a_refin_pred_seed123/logs (0 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_002_b2a_refin_pred_seed123,"{""start"": ""2026-08-29T13:53:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,b2a_refin_pred_002_b2a_refin_pred_seed123
3cbee4d4-7777-813f-8ddb-c544136f93ff,2026-08-29T14:11:00.000Z,2026-08-29T14:11:00.000Z,7b1cff8b9e12478bf2638597f385565386d7aed6,"{""start"": ""2026-08-29T14:11:00.000+00:00"", ""end"": null, ""time_zone"": null}","effective_bs=1 (gpu_count=1 x per-gpu bs), lr_scaling=none; test_cfg(score_thr=None, max_per_img=None, nms_pre=None, nms_iou=None); split(train 9657 / val 1515 / test 4265)",42,"phase acc/macro-F1/jaccard/edit/seg-F1 (online_causal, jaccard strict)","phase acc=0.9380, macro_f1=0.7965, jaccard=0.7512, edit=40.3772, segF1@50=0.4469
①信号 det→phase。Δ_phase vs S4 base 0.8986±0.0034
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_001_b2a_refin_pred_seed42
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_001_b2a_refin_pred_seed42/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_001_b2a_refin_pred_seed42/predictions (0 files)
  logs: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_001_b2a_refin_pred_seed42/logs (0 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_pred_001_b2a_refin_pred_seed42,"{""start"": ""2026-08-29T13:53:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,b2a_refin_pred_001_b2a_refin_pred_seed42
3cbee4d4-7777-81c0-b3d8-c9e2210469d9,2026-08-29T14:11:00.000Z,2026-08-29T14:11:00.000Z,7b1cff8b9e12478bf2638597f385565386d7aed6,"{""start"": ""2026-08-29T14:11:00.000+00:00"", ""end"": null, ""time_zone"": null}","effective_bs=1 (gpu_count=1 x per-gpu bs), lr_scaling=none; test_cfg(score_thr=None, max_per_img=None, nms_pre=None, nms_iou=None); split(train 9657 / val 1515 / test 4265)",456,"phase acc/macro-F1/jaccard/edit/seg-F1 (online_causal, jaccard strict)","phase acc=0.9578, macro_f1=0.8244, jaccard=0.7966, edit=51.9048, segF1@50=0.6068
①信号 det→phase。Δ_phase vs S4 base 0.8986±0.0034
Artifacts @ lecun
  run_dir: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_oracle_003_b2a_refin_oracle_seed456
  checkpoints: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_oracle_003_b2a_refin_oracle_seed456/checkpoints (1 files)
  predictions: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_oracle_003_b2a_refin_oracle_seed456/predictions (0 files)
  logs: /home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_oracle_003_b2a_refin_oracle_seed456/logs (0 files)",completed,lecun,False,"DDP 2GPU (RTX A6000 x2) on lecun, manual launcher (E plan, CUDA_VISIBLE_DEVICES per rank)",file://lecun/home/ubuntu/slocal/m2/experiments/transfer/b2a_refin_oracle_003_b2a_refin_oracle_seed456,"{""start"": ""2026-08-29T13:54:00.000+00:00"", ""end"": null, ""time_zone"": null}",B,must,b2a_refin_oracle_003_b2a_refin_oracle_seed456
