reference,hts_annotation,frame,reason
tool_bbox,tool_seg,04_1_0862,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_0938,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_0939,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_0940,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_0953,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_0954,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_0955,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1013,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1059,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1062,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1066,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1067,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1068,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1069,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1070,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1071,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1072,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1073,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1074,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1075,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1076,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1077,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1078,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1079,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1080,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1081,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1082,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1083,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1084,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1085,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1086,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1087,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1088,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1089,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1090,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1091,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1092,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1093,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1094,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1137,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1139,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1140,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1141,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1144,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1145,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1146,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1147,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1148,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1293,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1294,listed_but_zero_annotation
tool_bbox,tool_seg,04_1_1364,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0148,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0154,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0221,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0238,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0240,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0640,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0652,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0653,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0658,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0659,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0686,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0687,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0688,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0696,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0710,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0719,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0720,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0721,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0722,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0723,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0728,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0729,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0730,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0732,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0736,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0754,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0756,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0757,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0758,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0759,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0760,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0761,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0766,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0770,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0773,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0864,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0891,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0892,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0893,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0894,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0896,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0897,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0898,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0903,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0904,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0917,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0918,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0928,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0929,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0930,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0958,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0959,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0960,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0961,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0962,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0963,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0964,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0965,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0969,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0970,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0971,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0974,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0983,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0984,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_0985,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1000,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1001,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1002,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1003,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1004,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1005,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1006,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1007,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1008,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1010,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1011,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1012,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1013,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1015,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1016,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1017,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1018,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1020,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1021,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1022,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1023,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1026,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1029,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1150,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1151,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1152,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1153,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1154,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1155,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1156,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1157,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1158,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1159,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1160,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1161,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1162,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1163,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1164,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1165,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1166,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1167,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1168,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1171,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1172,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1173,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1177,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1178,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1179,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1180,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1181,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1183,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1184,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1185,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1186,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1187,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1188,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1189,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1190,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1194,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1204,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1205,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1206,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1207,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1208,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1210,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1211,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1212,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1213,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1214,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1363,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1364,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1366,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1376,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1378,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1388,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1390,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1394,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1415,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1417,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1418,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1421,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1422,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1425,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1426,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1445,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1448,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1460,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1461,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1462,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1463,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1464,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1472,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1473,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1474,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1510,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1523,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1524,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1525,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1527,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1528,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1529,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1530,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1539,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1547,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1550,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1553,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1560,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1561,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1567,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1570,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1571,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1587,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1588,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1591,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1596,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1605,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1622,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1623,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1641,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1644,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1665,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1671,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1672,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1673,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1674,listed_but_zero_annotation
tool_bbox,tool_seg,05_1_1675,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0004,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0013,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0014,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0015,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0016,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0028,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0032,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0036,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0045,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0048,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0049,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0050,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0051,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0052,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0053,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0054,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0055,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0057,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0058,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0059,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0060,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0061,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0062,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0063,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0064,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0065,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0066,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0070,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0071,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0072,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0073,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0074,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0075,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0076,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0077,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0078,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0079,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0080,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0081,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0082,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0083,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0148,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0161,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0163,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0165,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0176,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0177,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0181,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0182,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0183,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0184,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0185,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0186,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0187,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0188,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0189,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0191,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0192,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0206,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0222,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0223,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0224,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0225,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0226,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0227,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0228,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0229,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0230,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0231,listed_but_zero_annotation
tool_bbox,tool_seg,05_2_0241,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0001,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0002,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0003,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0004,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0005,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0006,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0007,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0008,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0009,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0010,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0011,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0255,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0303,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0358,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0436,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_0980,listed_but_zero_annotation
tool_bbox,tool_seg,06_1_1000,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0299,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0307,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0331,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0346,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0355,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0385,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0386,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0513,listed_but_zero_annotation
tool_bbox,tool_seg,06_2_0715,listed_but_zero_annotation
tool_bbox,tool_seg,07_1_1281,listed_but_zero_annotation
tool_bbox,tool_seg,07_1_1629,listed_but_zero_annotation
tool_bbox,tool_seg,07_1_1632,listed_but_zero_annotation
tool_bbox,tool_seg,07_1_1633,listed_but_zero_annotation
tool_bbox,tool_seg,07_1_1675,listed_but_zero_annotation
tool_bbox,tool_seg,07_1_1676,listed_but_zero_annotation
tool_bbox,tool_seg,07_1_1687,listed_but_zero_annotation
tool_bbox,tool_seg,07_1_1688,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0279,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0335,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0338,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0346,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0354,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0360,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0361,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0365,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0374,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0383,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0389,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0393,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0425,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0426,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0427,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0428,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0429,listed_but_zero_annotation
tool_bbox,tool_seg,07_2_0440,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0167,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0221,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0222,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0226,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0230,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0231,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0232,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0331,listed_but_zero_annotation
tool_bbox,tool_seg,08_1_0377,listed_but_zero_annotation
