file,size_mb,top_keys,skip_reason,n_images,n_annotations,n_categories,seg_kinds,crowd_keys,seg_sampling,n_catnames,extra
egosurgery_tool_bbox/annotations/bbox/by_video/tool/09/annotations.json,0.69,images|categories|annotations|licenses|info,,591,1575,31,rect_polygon:1000,iscrowd:1575,sampled=1000,31,
egosurgery_tool_bbox/annotations/bbox/by_video/tool/10/annotations.json,1.78,images|categories|annotations|licenses|info,,1216,4233,31,rect_polygon:1000,iscrowd:4233,sampled=1000,31,
egosurgery_tool_bbox/annotations/bbox/by_video/tool/11/annotations.json,1.29,images|categories|annotations|licenses|info,,888,3096,31,rect_polygon:1000,iscrowd:3096,sampled=1000,31,
egosurgery_tool_bbox/annotations/bbox/by_video/tool/12/annotations.json,1.62,images|categories|annotations|licenses|info,,1191,3814,31,rect_polygon:1000,iscrowd:3814,sampled=1000,31,
egosurgery_tool_bbox/annotations/bbox/by_video/tool/13/annotations.json,1.18,images|categories|annotations|licenses|info,,1056,2639,31,rect_polygon:1000,iscrowd:2639,sampled=1000,31,
egosurgery_tool_bbox/annotations/bbox/by_video/tool/14/annotations.json,3.67,images|categories|annotations|licenses|info,,1957,9149,31,rect_polygon:1000,iscrowd:9149,sampled=1000,31,
egosurgery_tool_bbox/annotations/bbox/by_video/tool/15/annotations.json,1.73,images|categories|annotations|licenses|info,,1130,4202,31,rect_polygon:1000,iscrowd:4202,sampled=1000,31,
fusion/01.json,7.91,images|categories|annotations,,982,3594,5,rle:1000,is_crowd:3594,sampled=1000,5,
fusion/02.json,4.33,images|categories|annotations,,531,1708,5,rle:1000,is_crowd:1708,sampled=1000,5,
fusion/03_2.json,12.55,images|categories|annotations|licenses,,1472,4200,4,rle:1000,is_crowd:4200,sampled=1000,4,
fusion/03_3.json,0.24,images|categories|annotations|licenses,,1472,0,4,,,sampled=0,4,
fusion/04.json,7.40,images|categories|annotations,,1415,3558,5,rle:1000,is_crowd:3558,sampled=1000,5,
fusion/05.json,1.46,images|categories|annotations,,1466,450,5,rle:450,is_crowd:450,sampled=450,5,
fusion/06.json,11.41,images|categories|annotations,,1905,3876,5,rle:1000,is_crowd:3876,sampled=1000,5,
fusion/07.json,8.72,images|categories|annotations,,2157,4064,5,rle:1000,is_crowd:4064,sampled=1000,5,
fusion/08.json,8.59,images|categories|annotations,,1603,3215,5,rle:1000,is_crowd:3215,sampled=1000,5,
fusion/09.json,4.29,images|categories|annotations,,591,1816,5,rle:1000,is_crowd:1816,sampled=1000,5,
fusion/10.json,10.86,images|categories|annotations,,1216,3925,5,rle:1000,is_crowd:3925,sampled=1000,5,
fusion/11_1.json,7.66,images|categories|annotations|licenses,,888,3224,4,rle:1000,is_crowd:3224,sampled=1000,4,
fusion/12_1.json,2.47,images|categories|annotations|licenses,,1191,1808,4,rle:1000,is_crowd:1808,sampled=1000,4,
fusion/12_2.json,0.20,images|categories|annotations|licenses,,1191,0,4,,,sampled=0,4,
fusion/13_1.json,8.02,images|categories|annotations|licenses,,1056,3489,4,rle:1000,is_crowd:3489,sampled=1000,4,
fusion/15.json,7.10,images|categories|annotations,,1130,2678,5,rle:1000,is_crowd:2678,sampled=1000,5,
fusion/all/01.json,7.91,images|categories|annotations,,982,3594,5,rle:1000,is_crowd:3594,sampled=1000,5,
fusion/all/02.json,4.33,images|categories|annotations,,531,1708,5,rle:1000,is_crowd:1708,sampled=1000,5,
fusion/all/03_2.json,12.55,images|categories|annotations|licenses,,1472,4200,4,rle:1000,is_crowd:4200,sampled=1000,4,
fusion/all/03_3.json,0.24,images|categories|annotations|licenses,,1472,0,4,,,sampled=0,4,
fusion/all/04.json,7.40,images|categories|annotations,,1415,3558,5,rle:1000,is_crowd:3558,sampled=1000,5,
fusion/all/05.json,1.46,images|categories|annotations,,1466,450,5,rle:450,is_crowd:450,sampled=450,5,
fusion/all/06.json,11.41,images|categories|annotations,,1905,3876,5,rle:1000,is_crowd:3876,sampled=1000,5,
fusion/all/07.json,8.72,images|categories|annotations,,2157,4064,5,rle:1000,is_crowd:4064,sampled=1000,5,
fusion/all/08.json,8.59,images|categories|annotations,,1603,3215,5,rle:1000,is_crowd:3215,sampled=1000,5,
fusion/all/09.json,4.29,images|categories|annotations,,591,1816,5,rle:1000,is_crowd:1816,sampled=1000,5,
fusion/all/10.json,10.86,images|categories|annotations,,1216,3925,5,rle:1000,is_crowd:3925,sampled=1000,5,
fusion/all/11_1.json,7.66,images|categories|annotations|licenses,,888,3224,4,rle:1000,is_crowd:3224,sampled=1000,4,
fusion/all/12_1.json,2.47,images|categories|annotations|licenses,,1191,1808,4,rle:1000,is_crowd:1808,sampled=1000,4,
fusion/all/12_2.json,0.20,images|categories|annotations|licenses,,1191,0,4,,,sampled=0,4,
fusion/all/13_1.json,8.02,images|categories|annotations|licenses,,1056,3489,4,rle:1000,is_crowd:3489,sampled=1000,4,
fusion/all/14_1.json,12.04,images|categories|annotations|licenses,,1957,4856,4,rle:1000,is_crowd:4856,sampled=1000,4,
fusion/all/14_2.json,3.79,images|categories|annotations|licenses,,1957,1666,4,rle:1000,is_crowd:1666,sampled=1000,4,
fusion/all/15.json,7.10,images|categories|annotations,,1130,2678,5,rle:1000,is_crowd:2678,sampled=1000,5,
fusion/merged_annotations.json,111.47,SKIP,too_large (111.5MB > 90.0MB),,,,,,,,
fusion/test.json,5.80,images|annotations|categories|info|licenses,,4255,13676,4,rect_polygon:1000,iscrowd:13676,sampled=1000,4,
fusion/test_toolhand.json,17.06,images|annotations|categories|licenses,,4255,7220,5,rle:1000,is_crowd:7220,sampled=1000,5,
fusion/test_toolhand_withmask.json,16.44,images|annotations|categories,,2094,7220,5,rle:1000,is_crowd:7220,sampled=1000,5,
fusion/test_toolhand_withmask_iscrowd.json,15.51,images|annotations|categories,,2094,7220,5,rle:1000,iscrowd:7220,sampled=1000,5,
fusion/train.json,13.63,images|annotations|categories|info|licenses,,9657,32272,15,rect_polygon:1000,iscrowd:32272,sampled=1000,15,
fusion/train_toolhand.json,60.55,images|annotations|categories|licenses,,7847,21949,5,rle:1000,is_crowd:21949,sampled=1000,5,
fusion/train_toolhand_withmask.json,59.93,images|annotations|categories,,5668,21949,5,rle:1000,is_crowd:21949,sampled=1000,5,
fusion/train_toolhand_withmask_iscrowd.json,57.12,images|annotations|categories,,5668,21949,5,rle:1000,iscrowd:21949,sampled=1000,5,
fusion/val.json,2.08,images|annotations|categories|info|licenses,,1515,4918,4,rect_polygon:1000,iscrowd:4918,sampled=1000,4,
fusion/val_toolhand.json,14.06,images|annotations|categories|licenses,,1515,5006,5,rle:1000,is_crowd:5006,sampled=1000,5,
fusion/val_toolhand_withmask.json,14.01,images|annotations|categories,,1344,5006,5,rle:1000,is_crowd:5006,sampled=1000,5,
fusion/val_toolhand_withmask_iscrowd.json,13.37,images|annotations|categories,,1344,5006,5,rle:1000,iscrowd:5006,sampled=1000,5,
json_per_video_5cls/01.json,7.91,images|categories|annotations,,982,3594,5,rle:1000,is_crowd:3594,sampled=1000,5,
json_per_video_5cls/01_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery|raspatory|caliper|kidney dish",,0,0,0,,,sampled=0,0,
json_per_video_5cls/02.json,4.33,images|categories|annotations,,531,1708,5,rle:1000,is_crowd:1708,sampled=1000,5,
json_per_video_5cls/02_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler",,0,0,0,,,sampled=0,0,
json_per_video_5cls/03_2/03_2.json,12.55,images|categories|annotations|licenses,,1472,4200,4,rle:1000,is_crowd:4200,sampled=1000,4,
json_per_video_5cls/03_2/03_2toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/03_3/03_3.json,0.24,images|categories|annotations|licenses,,1472,0,4,,,sampled=0,4,
json_per_video_5cls/03_3/03_3toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/03_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery|raspatory|caliper|kidney dish",,0,0,0,,,sampled=0,0,
json_per_video_5cls/04.json,7.40,images|categories|annotations,,1415,3558,5,rle:1000,is_crowd:3558,sampled=1000,5,
json_per_video_5cls/04_2/04_2.json,2.55,images|categories|annotations|licenses,,1415,1228,4,rle:1000,is_crowd:1228,sampled=1000,4,
json_per_video_5cls/04_2/04_2toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/04_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery|raspatory|caliper|kidney dish",,0,0,0,,,sampled=0,0,
json_per_video_5cls/05.json,1.46,images|categories|annotations,,1466,450,5,rle:450,is_crowd:450,sampled=450,5,
json_per_video_5cls/05_1/05_1.json,9.06,images|categories|annotations|licenses,,1466,3990,4,rle:1000,is_crowd:3990,sampled=1000,4,
json_per_video_5cls/05_1/05_1toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/05_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery|raspatory|caliper|kidney dish",,0,0,0,,,sampled=0,0,
json_per_video_5cls/06.json,11.41,images|categories|annotations,,1905,3876,5,rle:1000,is_crowd:3876,sampled=1000,5,
json_per_video_5cls/06_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery|raspatory|caliper",,0,0,0,,,sampled=0,0,
json_per_video_5cls/07.json,8.72,images|categories|annotations,,2157,4064,5,rle:1000,is_crowd:4064,sampled=1000,5,
json_per_video_5cls/07_2/07_2.json,3.87,images|categories|annotations|licenses,,2157,1920,4,rle:1000,is_crowd:1920,sampled=1000,4,
json_per_video_5cls/07_2/07_2toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/07_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube",,0,0,0,,,sampled=0,0,
json_per_video_5cls/08.json,8.59,images|categories|annotations,,1603,3215,5,rle:1000,is_crowd:3215,sampled=1000,5,
json_per_video_5cls/08_2/08_2.json,2.92,images|categories|annotations|licenses,,1603,1028,4,rle:1000,is_crowd:1028,sampled=1000,4,
json_per_video_5cls/08_2/08_2toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/08_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery|raspatory",,0,0,0,,,sampled=0,0,
json_per_video_5cls/09.json,4.29,images|categories|annotations,,591,1816,5,rle:1000,is_crowd:1816,sampled=1000,5,
json_per_video_5cls/09_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery",,0,0,0,,,sampled=0,0,
json_per_video_5cls/10.json,10.86,images|categories|annotations,,1216,3925,5,rle:1000,is_crowd:3925,sampled=1000,5,
json_per_video_5cls/10_2/10_2.json,1.45,images|categories|annotations|licenses,,1216,468,4,rle:468,is_crowd:468,sampled=468,4,
json_per_video_5cls/10_2/10_2toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/10_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery|raspatory",,0,0,0,,,sampled=0,0,
json_per_video_5cls/11_1/11_1.json,7.66,images|categories|annotations|licenses,,888,3224,4,rle:1000,is_crowd:3224,sampled=1000,4,
json_per_video_5cls/11_1/11_1toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/12_1/12_1.json,2.47,images|categories|annotations|licenses,,1191,1808,4,rle:1000,is_crowd:1808,sampled=1000,4,
json_per_video_5cls/12_1/12_1toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/12_2/12_2.json,0.20,images|categories|annotations|licenses,,1191,0,4,,,sampled=0,4,
json_per_video_5cls/12_2/12_2toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/13_1/13_1.json,8.02,images|categories|annotations|licenses,,1056,3489,4,rle:1000,is_crowd:3489,sampled=1000,4,
json_per_video_5cls/13_1/13_1toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/14_1/14_1.json,12.04,images|categories|annotations|licenses,,1957,4856,4,rle:1000,is_crowd:4856,sampled=1000,4,
json_per_video_5cls/14_1/14_1toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/14_2/14_2.json,3.79,images|categories|annotations|licenses,,1957,1666,4,rle:1000,is_crowd:1666,sampled=1000,4,
json_per_video_5cls/14_2/14_2toolscount_byhand.json,0.00,left hand|right hand,,0,0,0,,,sampled=0,0,
json_per_video_5cls/15.json,7.10,images|categories|annotations,,1130,2678,5,rle:1000,is_crowd:2678,sampled=1000,5,
json_per_video_5cls/15_tool_usage_count.json,0.00,"suction cannula|tweezers|forceps|gauze|needle holders|scissors|suture, suture needle|scalpel|syringe|bipolar forceps|hook|suction tube|chisel|trephine|bone curette|hammer|retractor|cup|ruler|screwdriver|drill|electric cautery|raspatory|caliper|kidney dish|malleable retractor",,0,0,0,,,sampled=0,0,
tool_seg_noskewer/01_1/01_1.json,2.94,images|categories|annotations|licenses,,982,2483,31,rle:1000,is_crowd:2483,sampled=1000,31,
tool_seg_noskewer/02_1/02_1.json,1.87,images|categories|annotations|licenses,,531,1337,31,rle:1000,is_crowd:1337,sampled=1000,31,
tool_seg_noskewer/03_1/03_1.json,0.24,images|categories|annotations|licenses,,1472,0,31,,,sampled=0,31,
tool_seg_noskewer/03_2/03_2.json,10.03,images|categories|annotations|licenses,,1472,6384,31,rle:1000,is_crowd:6384,sampled=1000,31,
tool_seg_noskewer/03_3/03_3.json,0.24,images|categories|annotations|licenses,,1472,0,31,,,sampled=0,31,
tool_seg_noskewer/04_1/04_1.json,3.44,images|categories|annotations|licenses,,1415,2667,31,rle:1000,is_crowd:2667,sampled=1000,31,
tool_seg_noskewer/04_2/04_2.json,1.15,images|categories|annotations|licenses,,1415,767,31,rle:767,is_crowd:767,sampled=767,31,
tool_seg_noskewer/05_1/05_1.json,3.57,images|categories|annotations|licenses,,1466,2398,31,rle:1000,is_crowd:2398,sampled=1000,31,
tool_seg_noskewer/05_2/05_2.json,0.56,images|categories|annotations|licenses,,1466,242,31,rle:242,is_crowd:242,sampled=242,31,
tool_seg_noskewer/06_1/06_1.json,4.73,images|categories|annotations|licenses,,1905,3064,31,rle:1000,is_crowd:3064,sampled=1000,31,
tool_seg_noskewer/06_2/06_2.json,2.92,images|categories|annotations|licenses,,1905,1689,31,rle:1000,is_crowd:1689,sampled=1000,31,
tool_seg_noskewer/07_1/07_1.json,8.65,images|categories|annotations|licenses,,2157,6110,31,rle:1000,is_crowd:6110,sampled=1000,31,
tool_seg_noskewer/07_2/07_2.json,4.05,images|categories|annotations|licenses,,2157,2907,31,rle:1000,is_crowd:2907,sampled=1000,31,
tool_seg_noskewer/08_1/08_1.json,3.21,images|categories|annotations|licenses,,1603,1957,31,rle:1000,is_crowd:1957,sampled=1000,31,
tool_seg_noskewer/08_2/08_2.json,1.85,images|categories|annotations|licenses,,1603,812,31,rle:812,is_crowd:812,sampled=812,31,
tool_seg_noskewer/09_1/09_1.json,1.90,images|categories|annotations|licenses,,591,1490,31,rle:1000,is_crowd:1490,sampled=1000,31,
tool_seg_noskewer/10_1/10_1.json,3.93,images|categories|annotations|licenses,,1216,2721,31,rle:1000,is_crowd:2721,sampled=1000,31,
tool_seg_noskewer/10_2/10_2.json,0.72,images|categories|annotations|licenses,,1216,286,31,rle:286,is_crowd:286,sampled=286,31,
tool_seg_noskewer/11_1/11_1.json,3.83,images|categories|annotations|licenses,,888,3096,31,rle:1000,is_crowd:3096,sampled=1000,31,
tool_seg_noskewer/12_1/12_1.json,3.37,images|categories|annotations|licenses,,1191,3801,31,rle:1000,is_crowd:3801,sampled=1000,31,
tool_seg_noskewer/12_2/12_2.json,0.21,images|categories|annotations|licenses,,1191,13,31,rle:13,is_crowd:13,sampled=13,31,
tool_seg_noskewer/13_1/13_1.json,3.75,images|categories|annotations|licenses,,1056,2639,31,rle:1000,is_crowd:2639,sampled=1000,31,
tool_seg_noskewer/14_1/14_1.json,7.19,images|categories|annotations|licenses,,1957,6527,31,rle:1000,is_crowd:6527,sampled=1000,31,
tool_seg_noskewer/14_2/14_2.json,2.65,images|categories|annotations|licenses,,1957,2622,31,rle:1000,is_crowd:2622,sampled=1000,31,
tool_seg_noskewer/15_1/15_1.json,3.43,images|categories|annotations|licenses,,1130,3151,31,rle:1000,is_crowd:3151,sampled=1000,31,
tool_seg_noskewer/15_2/15_2.json,0.92,images|categories|annotations|licenses,,1130,1051,31,rle:1000,is_crowd:1051,sampled=1000,31,
