scope,path,is_symlink,symlink_target,format,bytes,n_images,n_annotations,n_categories,categories,seg_types,vertex_hist,n_videos,videos,n_hand_annotations,is_candidate,provenance
under_annotations,data/annotations/egosurgery_hts/tool_seg/val.json,False,,coco-json,5536011,1512,3733,31,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Chisel"", ""4"": ""Cup"", ""5"": ""Drill"", ""6"": ""Electric Cautery"", ""7"": ""Forceps"", ""8"": ""Gauze"", ""9"": ""Hammer"", ""10"": ""Hook"", ""11"": ""Kidney Dish"", ""12"": ""Malleable Retractor"", ""13"": ""Mouth Gag"", ""14"": ""Nasogastric Tube"", ""15"": ""Needle Holders"", ""16"": ""Pen"", ""17"": ""Petri Dish"", ""18"": ""Raspatory"", ""19"": ""Retractor"", ""20"": ""Ruler"", ""21"": ""Scalpel"", ""22"": ""Scissors"", ""23"": ""Screwdriver"", ""24"": ""Skewer"", ""25"": ""Spoon"", ""26"": ""Suction Cannula"", ""27"": ""Suction Tube"", ""28"": ""Suture, Suture Needle"", ""29"": ""Syringe"", ""30"": ""Trephine"", ""31"": ""Tweezers""}","{""rle"": 3733}",{},3,09_1 10_1 10_2,0,True,README §5: build_hts_split_aligned.py --src raw/03_tool/json_per_video
under_annotations,data/annotations/egosurgery_hts2_coverage_report.md,False,,markdown,7693,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_hts_current_coverage.md,False,,markdown,8648,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_hts_frame_coverage_report.md,False,,markdown,10879,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/01_1.csv,False,,csv,19085,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/02_1.csv,False,,csv,10286,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/03_2.csv,False,,csv,22297,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/03_3.csv,False,,csv,3066,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/04_1.csv,False,,csv,24679,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/04_2.csv,False,,csv,7034,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/05_1.csv,False,,csv,21687,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/05_2.csv,False,,csv,3328,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/06_1.csv,False,,csv,20392,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/06_2.csv,False,,csv,7806,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/07_1.csv,False,,csv,22896,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/07_2.csv,False,,csv,11154,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/08_1.csv,False,,csv,24273,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/08_2.csv,False,,csv,6564,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/09_1.csv,False,,csv,13404,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/10_1.csv,False,,csv,20117,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/10_2.csv,False,,csv,3404,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/11_1.csv,False,,csv,17253,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/12_1.csv,False,,csv,12015,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/13_1.csv,False,,csv,15938,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/14_1.csv,False,,csv,29472,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/14_2.csv,False,,csv,9444,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_phase/15_1.csv,False,,csv,9566,,,,,,,,,,False,
under_annotations,data/annotations/egosurgery_tool/hand/test.json,True,../../egosurgery_tool_hand/test.json,coco-json,6081067,4255,13676,4,"{""1"": ""Own hands left"", ""2"": ""Own hands right"", ""3"": ""Other hands left"", ""4"": ""Other hands right""}","{""polygon"": 13676}","{""4"": 13676}",6,04_1 04_2 05_1 05_2 07_1 07_2,13676,True,symlink -> egosurgery_tool_hand
under_annotations,data/annotations/egosurgery_tool/hand/train.json,True,../../egosurgery_tool_hand/train.json,coco-json,12561148,9627,27726,4,"{""1"": ""Own hands left"", ""2"": ""Own hands right"", ""3"": ""Other hands left"", ""4"": ""Other hands right""}","{""polygon"": 27726}","{""4"": 27726}",13,01_1 02_1 03_2 06_1 06_2 08_1 08_2 11_1 12_1 13_1 14_1 14_2 15_1,27726,True,symlink -> egosurgery_tool_hand
under_annotations,data/annotations/egosurgery_tool/hand/val.json,True,../../egosurgery_tool_hand/val.json,coco-json,2179228,1515,4918,4,"{""1"": ""Own hands left"", ""2"": ""Own hands right"", ""3"": ""Other hands left"", ""4"": ""Other hands right""}","{""polygon"": 4918}","{""4"": 4918}",3,09_1 10_1 10_2,4918,True,symlink -> egosurgery_tool_hand
under_annotations,data/annotations/egosurgery_tool/instances_test.json,False,,coco-json,5943287,4265,12673,15,"{""0"": ""Bipolar Forceps"", ""1"": ""Electric Cautery"", ""2"": ""Forceps"", ""3"": ""Gauze"", ""4"": ""Hook"", ""5"": ""Mouth Gag"", ""6"": ""Needle Holders"", ""7"": ""Raspatory"", ""8"": ""Retractor"", ""9"": ""Scalpel"", ""10"": ""Scissors"", ""11"": ""Skewer"", ""12"": ""Suction Cannula"", ""13"": ""Syringe"", ""14"": ""Tweezers""}","{""polygon"": 12673}","{""4"": 12673}",6,04_1 04_2 05_1 05_2 07_1 07_2,0,True,術具 bbox 15cls（公式 split の基準）
under_annotations,data/annotations/egosurgery_tool/instances_train.json,False,,coco-json,14801507,9657,32272,15,"{""0"": ""Bipolar Forceps"", ""1"": ""Electric Cautery"", ""2"": ""Forceps"", ""3"": ""Gauze"", ""4"": ""Hook"", ""5"": ""Mouth Gag"", ""6"": ""Needle Holders"", ""7"": ""Raspatory"", ""8"": ""Retractor"", ""9"": ""Scalpel"", ""10"": ""Scissors"", ""11"": ""Skewer"", ""12"": ""Suction Cannula"", ""13"": ""Syringe"", ""14"": ""Tweezers""}","{""polygon"": 32272}","{""4"": 32272}",13,01_1 02_1 03_2 06_1 06_2 08_1 08_2 11_1 12_1 13_1 14_1 14_2 15_1,0,True,術具 bbox 15cls（公式 split の基準）
under_annotations,data/annotations/egosurgery_tool/instances_val.json,False,,coco-json,2184273,1515,4707,15,"{""0"": ""Bipolar Forceps"", ""1"": ""Electric Cautery"", ""2"": ""Forceps"", ""3"": ""Gauze"", ""4"": ""Hook"", ""5"": ""Mouth Gag"", ""6"": ""Needle Holders"", ""7"": ""Raspatory"", ""8"": ""Retractor"", ""9"": ""Scalpel"", ""10"": ""Scissors"", ""11"": ""Skewer"", ""12"": ""Suction Cannula"", ""13"": ""Syringe"", ""14"": ""Tweezers""}","{""polygon"": 4707}","{""4"": 4707}",3,09_1 10_1 10_2,0,True,術具 bbox 15cls（公式 split の基準）
under_annotations,data/annotations/egosurgery_tool_hand/instances_test.json,False,,coco-json,4768824,4265,26349,19,"{""0"": ""Bipolar Forceps"", ""1"": ""Electric Cautery"", ""2"": ""Forceps"", ""3"": ""Gauze"", ""4"": ""Hook"", ""5"": ""Mouth Gag"", ""6"": ""Needle Holders"", ""7"": ""Raspatory"", ""8"": ""Retractor"", ""9"": ""Scalpel"", ""10"": ""Scissors"", ""11"": ""Skewer"", ""12"": ""Suction Cannula"", ""13"": ""Syringe"", ""14"": ""Tweezers"", ""15"": ""Own hands left"", ""16"": ""Own hands right"", ""17"": ""Other hands left"", ""18"": ""Other hands right""}","{""polygon"": 26349}","{""4"": 26349}",6,04_1 04_2 05_1 05_2 07_1 07_2,13676,True,手 bbox 4cls および 術具+手 19cls。生成元の記載を README で確認できず
under_annotations,data/annotations/egosurgery_tool_hand/instances_train.json,False,,coco-json,10843769,9657,59998,19,"{""0"": ""Bipolar Forceps"", ""1"": ""Electric Cautery"", ""2"": ""Forceps"", ""3"": ""Gauze"", ""4"": ""Hook"", ""5"": ""Mouth Gag"", ""6"": ""Needle Holders"", ""7"": ""Raspatory"", ""8"": ""Retractor"", ""9"": ""Scalpel"", ""10"": ""Scissors"", ""11"": ""Skewer"", ""12"": ""Suction Cannula"", ""13"": ""Syringe"", ""14"": ""Tweezers"", ""15"": ""Own hands left"", ""16"": ""Own hands right"", ""17"": ""Other hands left"", ""18"": ""Other hands right""}","{""polygon"": 59998}","{""4"": 59998}",13,01_1 02_1 03_2 06_1 06_2 08_1 08_2 11_1 12_1 13_1 14_1 14_2 15_1,27726,True,手 bbox 4cls および 術具+手 19cls。生成元の記載を README で確認できず
under_annotations,data/annotations/egosurgery_tool_hand/instances_val.json,False,,coco-json,1723615,1515,9625,19,"{""0"": ""Bipolar Forceps"", ""1"": ""Electric Cautery"", ""2"": ""Forceps"", ""3"": ""Gauze"", ""4"": ""Hook"", ""5"": ""Mouth Gag"", ""6"": ""Needle Holders"", ""7"": ""Raspatory"", ""8"": ""Retractor"", ""9"": ""Scalpel"", ""10"": ""Scissors"", ""11"": ""Skewer"", ""12"": ""Suction Cannula"", ""13"": ""Syringe"", ""14"": ""Tweezers"", ""15"": ""Own hands left"", ""16"": ""Own hands right"", ""17"": ""Other hands left"", ""18"": ""Other hands right""}","{""polygon"": 9625}","{""4"": 9625}",3,09_1 10_1 10_2,4918,True,手 bbox 4cls および 術具+手 19cls。生成元の記載を README で確認できず
under_annotations,data/annotations/egosurgery_tool_hand/test.json,False,,coco-json,6081067,4255,13676,4,"{""1"": ""Own hands left"", ""2"": ""Own hands right"", ""3"": ""Other hands left"", ""4"": ""Other hands right""}","{""polygon"": 13676}","{""4"": 13676}",6,04_1 04_2 05_1 05_2 07_1 07_2,13676,True,手 bbox 4cls および 術具+手 19cls。生成元の記載を README で確認できず
under_annotations,data/annotations/egosurgery_tool_hand/train.json,False,,coco-json,12561148,9627,27726,4,"{""1"": ""Own hands left"", ""2"": ""Own hands right"", ""3"": ""Other hands left"", ""4"": ""Other hands right""}","{""polygon"": 27726}","{""4"": 27726}",13,01_1 02_1 03_2 06_1 06_2 08_1 08_2 11_1 12_1 13_1 14_1 14_2 15_1,27726,True,手 bbox 4cls および 術具+手 19cls。生成元の記載を README で確認できず
under_annotations,data/annotations/egosurgery_tool_hand/val.json,False,,coco-json,2179228,1515,4918,4,"{""1"": ""Own hands left"", ""2"": ""Own hands right"", ""3"": ""Other hands left"", ""4"": ""Other hands right""}","{""polygon"": 4918}","{""4"": 4918}",3,09_1 10_1 10_2,4918,True,手 bbox 4cls および 術具+手 19cls。生成元の記載を README で確認できず
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/01_1/01_1.json,False,,coco-json,7850604,982,3278,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 3278}",{},1,01_1,3278,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/02_1/02_1.json,False,,coco-json,3996787,531,1431,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 1431}",{},1,02_1,1431,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/03_1/03_1.json,False,,coco-json,1132666,1472,270,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 270}",{},2,03_1 03_2,270,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/03_2/03_2.json,False,,coco-json,8959430,1472,2462,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 2462}",{},2,03_1 03_2,2462,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/03_3/03_3.json,False,,coco-json,255407,1472,0,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}",{},{},2,03_1 03_2,0,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/04_1/04_1.json,False,,coco-json,8216178,1415,4171,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 4171}",{},2,04_1 04_2,4171,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/04_2/04_2.json,False,,coco-json,2639681,1415,1163,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 1163}",{},2,04_1 04_2,1163,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/05_1/05_1.json,False,,coco-json,9437630,1466,3407,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 3407}",{},2,05_1 05_2,3407,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/05_2/05_2.json,False,,coco-json,1358921,1466,388,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 388}",{},2,05_1 05_2,388,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/06_1/06_1.json,False,,coco-json,11200218,1905,3474,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 3474}",{},2,06_1 06_2,3474,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/06_2/06_2.json,False,,coco-json,4889855,1905,1519,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 1519}",{},2,06_1 06_2,1519,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/07_1/07_1.json,False,,coco-json,9581411,2157,4450,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 4450}",{},2,07_1 07_2,4450,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/07_2/07_2.json,False,,coco-json,4662244,2157,2229,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 2229}",{},2,07_1 07_2,2229,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/08_1/08_1.json,False,,coco-json,8559848,1603,2812,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 2812}",{},2,08_1 08_2,2812,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/08_2/08_2.json,False,,coco-json,3134761,1603,835,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 835}",{},2,08_1 08_2,835,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/09_1/09_1.json,False,,coco-json,5158205,591,1692,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 1692}",{},1,09_1,1692,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/10_1/10_1.json,False,,coco-json,10538572,1216,3635,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 3635}",{},2,10_1 10_2,3635,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/10_2/10_2.json,False,,coco-json,1378582,1216,415,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 415}",{},2,10_1 10_2,415,True,"参照先: 手注釈の正本（57,173）"
