Frame,Phase
08_1_1220,dissection
08_1_1221,dissection
08_1_1222,dissection
08_1_1223,dissection
08_1_1224,dissection
08_1_1225,dissection
08_1_1226,dissection
08_1_1227,dissection
08_1_1228,dissection
08_1_1229,dissection
08_1_1230,dissection
08_1_1231,dissection
08_1_1232,dissection
08_1_1233,dissection
08_1_1234,dissection
08_1_1235,dissection
08_1_1236,dissection
08_1_1237,dissection
08_1_1238,dissection
08_1_1239,dissection
08_1_1240,dissection
08_1_1241,dissection
08_1_1242,dissection
08_1_1243,dissection
08_1_1244,dissection
08_1_1245,dissection
08_1_1246,dissection
08_1_1247,dissection
08_1_1248,dissection
08_1_1249,dissection
08_1_1250,dissection
08_1_1251,dissection
08_1_1252,dissection
08_1_1253,dissection
08_1_1254,dissection
08_1_1255,dissection
08_1_1256,dissection
08_1_1262,closure
08_1_1263,closure
08_1_1264,closure
08_1_1265,closure
08_1_1266,closure
08_1_1267,closure
08_1_1268,closure
08_1_1269,closure
08_1_1270,closure
08_1_1271,closure
08_1_1272,closure
08_1_1273,closure
08_1_1274,closure
08_1_1275,closure
08_1_1276,closure
08_1_1277,closure
08_1_1278,closure
08_1_1279,closure
08_1_1280,closure
08_1_1281,closure
08_1_1282,closure
08_1_1283,closure
08_1_1284,closure
08_1_1285,closure
08_1_1286,closure
08_1_1287,closure
08_1_1288,closure
08_1_1289,closure
08_1_1290,closure
08_1_1291,closure
08_1_1292,closure
08_1_1293,closure
08_1_1294,closure
08_1_1295,closure
08_1_1296,closure
08_1_1297,closure
08_1_1298,closure
08_1_1299,closure
08_1_1300,closure
08_1_1301,closure
08_1_1302,closure
08_1_1303,closure
08_1_1304,closure
08_1_1305,closure
08_1_1306,closure
08_1_1307,closure
08_1_1308,closure
08_1_1309,closure
08_1_1310,closure
08_1_1311,closure
08_1_1312,closure
08_1_1313,closure
08_1_1314,closure
08_1_1315,closure
08_1_1316,closure
08_1_1317,closure
08_1_1318,closure
08_1_1319,closure
08_1_1320,closure
08_1_1321,closure
08_1_1322,closure
08_1_1323,closure
08_1_1324,closure
08_1_1325,closure
08_1_1326,closure
08_1_1327,closure
08_1_1328,closure
08_1_1329,closure
08_1_1330,closure
08_1_1331,closure
08_1_1332,closure
08_1_1333,closure
08_1_1334,closure
08_1_1335,closure
08_1_1336,closure
08_1_1337,closure
08_1_1338,closure
08_1_1339,closure
08_1_1340,closure
08_1_1341,closure
08_1_1342,closure
08_1_1343,closure
08_1_1344,closure
08_1_1350,closure
08_1_1351,closure
08_1_1352,closure
08_1_1353,closure
08_1_1354,closure
08_1_1355,closure
08_1_1356,closure
08_1_1357,closure
08_1_1358,closure
08_1_1359,closure
08_1_1360,closure
08_1_1361,closure
08_1_1362,closure
08_1_1363,closure
08_1_1364,closure
08_1_1365,closure
08_1_1366,closure
08_1_1367,closure
08_1_1368,closure
08_1_1369,closure
08_1_1370,closure
08_1_1371,closure
08_1_1372,closure
08_1_1373,closure
08_1_1374,closure
08_1_1375,closure
08_1_1376,closure
08_1_1377,closure
08_1_1378,closure
08_1_1379,closure
08_1_1380,closure
08_1_1381,closure
08_1_1382,closure
08_1_1383,closure
08_1_1384,closure
08_1_1385,closure
08_1_1386,closure
08_1_1387,closure
08_1_1388,closure
08_1_1389,closure
08_1_1390,closure
08_1_1391,closure
08_1_1392,closure
08_1_1393,closure
08_1_1394,closure
08_1_1395,closure
08_1_1396,closure
08_1_1397,closure
08_1_1398,closure
08_1_1399,closure
08_1_1400,closure
08_1_1401,closure
08_1_1402,closure
08_1_1403,closure
08_1_1404,closure
08_1_1405,closure
08_1_1406,closure
08_1_1407,closure
08_1_1408,closure
08_1_1409,closure
08_1_1410,closure
08_1_1411,closure
08_1_1412,closure
08_1_1413,closure
08_1_1414,closure
08_1_1415,closure
08_1_1416,closure
08_1_1417,closure
08_1_1418,closure
08_1_1419,closure
08_1_1420,closure
08_1_1421,closure
08_1_1422,closure
08_1_1423,closure
08_1_1424,closure
08_1_1425,closure
08_1_1426,closure
08_1_1427,closure
08_1_1428,closure
08_1_1429,closure
08_1_1430,closure
08_1_1431,closure
08_1_1432,closure
08_1_1433,closure
08_1_1434,closure
08_1_1436,closure
08_1_1437,closure
08_1_1438,closure
08_1_1439,closure
08_1_1440,closure
08_1_1441,closure
08_1_1442,closure
08_1_1443,closure
08_1_1444,closure
08_1_1445,closure
08_1_1446,closure
08_1_1447,closure
08_1_1448,closure
08_1_1449,closure
08_1_1450,closure
08_1_1451,closure
08_1_1452,closure
08_1_1453,closure
08_1_1454,closure
08_1_1455,closure
08_1_1456,closure
08_1_1457,closure
08_1_1458,closure
08_1_1459,closure
08_1_1460,closure
08_1_1461,closure
08_1_1462,closure
08_1_1463,closure
08_1_1464,closure
08_1_1465,closure
08_1_1466,closure
08_1_1467,closure
08_1_1468,closure
08_1_1469,closure
08_1_1470,closure
08_1_1471,closure
08_1_1472,closure
08_1_1473,closure
08_1_1474,closure
08_1_1475,closure
08_1_1476,closure
08_1_1477,closure
08_1_1478,closure
08_1_1479,closure
08_1_1480,closure
08_1_1481,closure
08_1_1482,closure
08_1_1483,closure
08_1_1484,closure
08_1_1485,closure
08_1_1486,closure
08_1_1493,closure
08_1_1494,closure
08_1_1495,closure
08_1_1496,closure
08_1_1497,closure
08_1_1498,closure
08_1_1499,closure
08_1_1500,closure
08_1_1501,closure
08_1_1502,closure
08_1_1503,closure
08_1_1504,closure
08_1_1505,closure
08_1_1506,closure
08_1_1507,closure
08_1_1508,closure
08_1_1509,closure
08_1_1510,closure
08_1_1511,closure
08_1_1512,closure
08_1_1513,closure
08_1_1514,closure
08_1_1515,closure
08_1_1516,closure
08_1_1517,closure
08_1_1518,closure
08_1_1519,closure
08_1_1520,closure
08_1_1521,closure
08_1_1522,closure
08_1_1523,closure
08_1_1524,closure
08_1_1525,closure
08_1_1526,closure
08_1_1527,closure
08_1_1528,closure
08_1_1529,closure
08_1_1530,closure
08_1_1531,closure
08_1_1532,closure
08_1_1537,closure
08_1_1538,closure
08_1_1539,closure
08_1_1540,closure
08_1_1541,closure
08_1_1542,closure
08_1_1543,closure
08_1_1544,closure
08_1_1545,closure
08_1_1546,closure
08_1_1547,closure
08_1_1548,closure
08_1_1549,closure
08_1_1550,closure
08_1_1551,closure
08_1_1552,closure
08_1_1553,closure
08_1_1554,closure
08_1_1555,closure
08_1_1556,closure
08_1_1557,closure
08_1_1558,closure
08_1_1559,closure
08_1_1560,closure
08_1_1561,closure
08_1_1562,closure
08_1_1563,closure
08_1_1564,closure
08_1_1565,closure
08_1_1566,closure
08_1_1567,closure
08_1_1568,closure
08_1_1569,closure
08_1_1570,closure
08_1_1571,closure
08_1_1572,closure
08_1_1573,closure
08_1_1574,closure
08_1_1575,closure
08_1_1576,closure
08_1_1577,closure
08_1_1578,closure
08_1_1579,closure
08_1_1580,closure
08_1_1581,closure
08_1_1582,closure
08_1_1583,closure
08_1_1584,closure
08_1_1585,closure
08_1_1586,closure
08_1_1587,closure
08_1_1588,closure
08_1_1589,closure
08_1_1590,closure
08_1_1591,closure
08_1_1592,closure
08_1_1593,closure
08_1_1594,closure
08_1_1595,closure
08_1_1596,closure
08_1_1597,closure
08_1_1598,closure
08_1_1599,closure
08_1_1600,closure
08_1_1601,closure
08_1_1602,closure
08_1_1603,closure
08_1_1604,closure
08_1_1605,closure
08_1_1606,closure
08_1_1607,closure
08_1_1608,closure
08_1_1609,closure
08_1_1610,closure
08_1_1611,closure
08_1_1612,closure
08_1_1613,closure
08_1_1614,closure
08_1_1615,closure
08_1_1616,closure
08_1_1617,closure
08_1_1618,closure
08_1_1619,closure
08_1_1620,closure
08_1_1621,closure
08_1_1622,closure
08_1_1623,closure
08_1_1624,closure
08_1_1625,closure
08_1_1626,closure
08_1_1627,closure
08_1_1628,closure
08_1_1629,closure
08_1_1630,closure
08_1_1631,closure
08_1_1632,closure
08_1_1633,closure
08_1_1634,closure
08_1_1635,closure
08_1_1636,closure
08_1_1637,closure
08_1_1638,closure
08_1_1639,closure
08_1_1640,closure
08_1_1641,closure
08_1_1643,closure
08_1_1644,closure
08_1_1645,closure
08_1_1646,closure
08_1_1647,closure
08_1_1648,closure
08_1_1649,closure
08_1_1650,closure
08_1_1651,closure
08_1_1652,closure
08_1_1653,closure
08_1_1655,closure
08_1_1656,closure
08_1_1657,closure
08_1_1658,closure
08_1_1659,closure
08_1_1660,closure
08_1_1661,closure
08_1_1662,closure
08_1_1663,closure
