Frame,Phase
11_1_0512,dissection
11_1_0513,dissection
11_1_0514,dissection
11_1_0515,dissection
11_1_0516,dissection
11_1_0517,dissection
11_1_0518,dissection
11_1_0519,dissection
11_1_0520,dissection
11_1_0521,dissection
11_1_0522,dissection
11_1_0525,dissection
11_1_0526,dissection
11_1_0527,dissection
11_1_0528,dissection
11_1_0529,dissection
11_1_0530,dissection
11_1_0531,dissection
11_1_0532,dissection
11_1_0535,dissection
11_1_0536,dissection
11_1_0537,dissection
11_1_0538,dissection
11_1_0539,dissection
11_1_0540,dissection
11_1_0541,dissection
11_1_0542,dissection
11_1_0543,dissection
11_1_0544,dissection
11_1_0545,dissection
11_1_0546,dissection
11_1_0547,dissection
11_1_0548,dissection
11_1_0549,dissection
11_1_0550,dissection
11_1_0551,dissection
11_1_0552,dissection
11_1_0553,dissection
11_1_0554,dissection
11_1_0555,dissection
11_1_0556,dissection
11_1_0557,dissection
11_1_0558,dissection
11_1_0559,dissection
11_1_0560,dissection
11_1_0561,dissection
11_1_0562,dissection
11_1_0563,dissection
11_1_0564,dissection
11_1_0565,dissection
11_1_0566,dissection
11_1_0567,dissection
11_1_0568,dissection
11_1_0569,dissection
11_1_0570,dissection
11_1_0578,dissection
11_1_0579,dissection
11_1_0580,dissection
11_1_0581,dissection
11_1_0582,dissection
11_1_0583,dissection
11_1_0584,dissection
11_1_0585,dissection
11_1_0586,dissection
11_1_0587,dissection
11_1_0588,dissection
11_1_0589,dissection
11_1_0590,dissection
11_1_0591,dissection
11_1_0592,dissection
11_1_0593,dissection
11_1_0594,dissection
11_1_0595,dissection
11_1_0596,dissection
11_1_0597,dissection
11_1_0598,dissection
11_1_0599,dissection
11_1_0600,dissection
11_1_0601,dissection
11_1_0602,dissection
11_1_0603,dissection
11_1_0604,dissection
11_1_0605,dissection
11_1_0606,dissection
11_1_0607,dissection
11_1_0608,dissection
11_1_0609,dissection
11_1_0610,dissection
11_1_0611,dissection
11_1_0612,dissection
11_1_0613,dissection
11_1_0614,dissection
11_1_0615,dissection
11_1_0616,dissection
11_1_0617,dissection
11_1_0618,dissection
11_1_0619,dissection
11_1_0620,dissection
11_1_0621,dissection
11_1_0622,dissection
11_1_0623,dissection
11_1_0624,dissection
11_1_0625,dissection
11_1_0626,dissection
11_1_0627,dissection
11_1_0628,dissection
11_1_0629,dissection
11_1_0630,dissection
11_1_0631,dissection
11_1_0632,dissection
11_1_0633,dissection
11_1_0634,dissection
11_1_0635,dissection
11_1_0636,dissection
11_1_0637,dissection
11_1_0638,dissection
11_1_0639,dissection
11_1_0642,hemostasis
11_1_0643,hemostasis
11_1_0644,hemostasis
11_1_0645,hemostasis
11_1_0646,hemostasis
11_1_0647,hemostasis
11_1_0648,hemostasis
11_1_0649,hemostasis
11_1_0650,hemostasis
11_1_0651,hemostasis
11_1_0652,hemostasis
11_1_0653,hemostasis
11_1_0654,hemostasis
11_1_0655,hemostasis
11_1_0657,dissection
11_1_0658,dissection
11_1_0659,dissection
11_1_0660,dissection
11_1_0663,hemostasis
11_1_0664,hemostasis
11_1_0665,hemostasis
11_1_0673,dissection
11_1_0674,dissection
11_1_0675,dissection
11_1_0676,dissection
11_1_0677,dissection
11_1_0678,dissection
11_1_0679,dissection
11_1_0680,dissection
11_1_0681,dissection
11_1_0682,dissection
11_1_0683,dissection
11_1_0684,dissection
11_1_0685,dissection
11_1_0686,dissection
11_1_0687,dissection
11_1_0688,dissection
11_1_0689,dissection
11_1_0690,dissection
11_1_0691,dissection
11_1_0692,dissection
11_1_0693,dissection
11_1_0694,dissection
11_1_0695,dissection
11_1_0696,dissection
11_1_0697,dissection
11_1_0698,dissection
11_1_0699,dissection
11_1_0700,dissection
11_1_0701,dissection
11_1_0702,dissection
11_1_0703,dissection
11_1_0704,dissection
11_1_0705,dissection
11_1_0706,dissection
11_1_0707,dissection
11_1_0708,dissection
11_1_0709,dissection
11_1_0711,dissection
11_1_0712,dissection
11_1_0713,dissection
11_1_0714,dissection
11_1_0715,dissection
11_1_0716,dissection
11_1_0717,dissection
11_1_0718,dissection
11_1_0719,dissection
11_1_0720,dissection
11_1_0721,dissection
11_1_0722,dissection
11_1_0723,dissection
11_1_0724,dissection
11_1_0725,dissection
11_1_0726,dissection
11_1_0727,dissection
11_1_0728,dissection
11_1_0729,dissection
11_1_0730,dissection
11_1_0731,dissection
11_1_0732,dissection
11_1_0733,dissection
11_1_0734,dissection
11_1_0735,dissection
11_1_0736,dissection
11_1_0737,dissection
11_1_0738,dissection
11_1_0739,dissection
11_1_0740,dissection
11_1_0741,dissection
11_1_0742,dissection
11_1_0743,dissection
11_1_0744,dissection
11_1_0745,dissection
11_1_0746,dissection
11_1_0747,dissection
11_1_0748,dissection
11_1_0749,dissection
11_1_0750,dissection
11_1_0751,dissection
11_1_0752,dissection
11_1_0753,dissection
11_1_0754,dissection
11_1_0755,dissection
11_1_0756,dissection
11_1_0757,dissection
11_1_0758,dissection
11_1_0759,dissection
11_1_0760,dissection
11_1_0761,dissection
11_1_0762,dissection
11_1_0763,dissection
11_1_0764,dissection
11_1_0765,dissection
11_1_0766,dissection
11_1_0767,dissection
11_1_0768,dissection
11_1_0769,dissection
11_1_0770,dissection
11_1_0771,dissection
11_1_0772,dissection
11_1_0773,dissection
11_1_0774,dissection
11_1_0775,dissection
11_1_0776,dissection
11_1_0777,dissection
11_1_0778,dissection
11_1_0779,dissection
11_1_0780,dissection
11_1_0781,dissection
11_1_0782,dissection
11_1_0783,dissection
11_1_0784,dissection
11_1_0785,dissection
11_1_0786,dissection
11_1_0787,dissection
11_1_0788,dissection
11_1_0789,dissection
11_1_0790,dissection
11_1_0791,dissection
11_1_0792,dissection
11_1_0793,dissection
11_1_0794,dissection
11_1_0795,dissection
11_1_0796,dissection
11_1_0797,dissection
11_1_0798,dissection
11_1_0799,dissection
11_1_0800,dissection
11_1_0801,dissection
11_1_0802,dissection
11_1_0803,dissection
11_1_0804,dissection
11_1_0805,dissection
11_1_0806,dissection
11_1_0807,dissection
11_1_0808,dissection
11_1_0809,dissection
11_1_0810,dissection
11_1_0811,dissection
11_1_0812,dissection
11_1_0813,dissection
11_1_0814,dissection
11_1_0815,dissection
11_1_0816,dissection
11_1_0817,dissection
11_1_0818,dissection
11_1_0819,dissection
11_1_0820,dissection
11_1_0821,dissection
11_1_0822,dissection
11_1_0823,dissection
11_1_0824,dissection
11_1_0825,dissection
11_1_0826,dissection
11_1_0827,dissection
11_1_0828,dissection
11_1_0829,dissection
11_1_0830,dissection
11_1_0831,dissection
11_1_0832,dissection
11_1_0833,dissection
11_1_0834,dissection
11_1_0835,dissection
11_1_0836,dissection
11_1_0837,dissection
11_1_0838,dissection
11_1_0839,dissection
11_1_0840,dissection
11_1_0841,dissection
11_1_0842,dissection
11_1_0843,dissection
11_1_0844,dissection
11_1_0845,dissection
11_1_0846,dissection
11_1_0847,dissection
11_1_0848,dissection
11_1_0850,hemostasis
11_1_0851,hemostasis
11_1_0852,hemostasis
11_1_0853,hemostasis
11_1_0854,hemostasis
11_1_0855,hemostasis
11_1_0856,hemostasis
11_1_0857,hemostasis
11_1_0858,hemostasis
11_1_0859,hemostasis
11_1_0860,hemostasis
11_1_0862,dissection
11_1_0863,dissection
11_1_0864,dissection
11_1_0865,dissection
11_1_0866,dissection
11_1_0867,dissection
11_1_0868,dissection
11_1_0869,dissection
11_1_0870,dissection
11_1_0871,dissection
11_1_0872,dissection
11_1_0873,dissection
11_1_0874,dissection
11_1_0875,dissection
11_1_0876,dissection
11_1_0877,dissection
11_1_0879,hemostasis
11_1_0880,hemostasis
11_1_0881,hemostasis
11_1_0882,hemostasis
11_1_0883,hemostasis
11_1_0884,hemostasis
11_1_0885,hemostasis
11_1_0886,hemostasis
11_1_0887,hemostasis
11_1_0888,hemostasis
11_1_0889,hemostasis
11_1_0890,hemostasis
11_1_0891,hemostasis
11_1_0892,hemostasis
11_1_0893,hemostasis
11_1_0925,hemostasis
11_1_0926,hemostasis
11_1_0927,hemostasis
11_1_0928,hemostasis
11_1_0929,hemostasis
11_1_0930,hemostasis
11_1_0931,hemostasis
11_1_0932,hemostasis
11_1_0933,hemostasis
11_1_0934,hemostasis
11_1_0935,hemostasis
11_1_0936,hemostasis
11_1_0937,hemostasis
11_1_0938,hemostasis
11_1_0939,hemostasis
11_1_0940,hemostasis
11_1_0941,hemostasis
11_1_0962,irrigation
11_1_0963,irrigation
11_1_0964,irrigation
11_1_0965,irrigation
11_1_0967,irrigation
11_1_0968,irrigation
11_1_0969,irrigation
11_1_0970,irrigation
11_1_0971,irrigation
11_1_0972,irrigation
11_1_0973,irrigation
11_1_0974,irrigation
11_1_0975,irrigation
11_1_0983,dissection
11_1_0984,dissection
11_1_0985,dissection
11_1_0986,dissection
11_1_0987,dissection
11_1_0988,dissection
11_1_0989,dissection
11_1_0990,dissection
11_1_0991,hemostasis
11_1_0992,hemostasis
11_1_0993,hemostasis
11_1_0994,hemostasis
11_1_0995,hemostasis
11_1_0996,hemostasis
11_1_0997,hemostasis
11_1_0998,hemostasis
11_1_0999,hemostasis
11_1_1000,hemostasis
11_1_1001,hemostasis
11_1_1038,closure
11_1_1039,closure
11_1_1040,closure
11_1_1041,closure
11_1_1042,closure
11_1_1043,closure
11_1_1044,closure
11_1_1045,closure
11_1_1046,closure
11_1_1047,closure
11_1_1048,closure
11_1_1049,closure
11_1_1050,closure
11_1_1051,closure
11_1_1052,closure
11_1_1053,closure
11_1_1054,closure
11_1_1055,closure
11_1_1056,closure
11_1_1057,closure
11_1_1058,closure
11_1_1059,closure
11_1_1060,closure
11_1_1061,closure
11_1_1062,closure
11_1_1063,closure
11_1_1064,closure
11_1_1065,closure
11_1_1066,closure
11_1_1067,closure
11_1_1068,closure
11_1_1069,closure
11_1_1070,closure
11_1_1071,closure
11_1_1072,closure
11_1_1073,closure
11_1_1074,closure
11_1_1075,closure
11_1_1076,closure
11_1_1077,closure
11_1_1078,closure
11_1_1079,closure
11_1_1080,closure
11_1_1081,closure
11_1_1082,closure
11_1_1083,closure
11_1_1084,closure
11_1_1085,closure
11_1_1086,closure
11_1_1087,closure
11_1_1088,closure
11_1_1089,closure
11_1_1090,closure
11_1_1091,closure
11_1_1092,closure
11_1_1093,closure
11_1_1094,closure
11_1_1095,closure
11_1_1096,closure
11_1_1097,closure
11_1_1098,closure
11_1_1099,closure
11_1_1100,closure
11_1_1101,closure
11_1_1102,closure
11_1_1103,closure
11_1_1104,closure
11_1_1105,closure
11_1_1106,closure
11_1_1107,closure
11_1_1108,closure
11_1_1109,closure
11_1_1110,closure
11_1_1111,closure
11_1_1112,closure
11_1_1113,closure
11_1_1114,closure
11_1_1115,closure
11_1_1116,closure
11_1_1117,closure
11_1_1118,closure
11_1_1119,closure
11_1_1120,closure
11_1_1121,closure
11_1_1122,closure
11_1_1123,closure
11_1_1124,closure
11_1_1125,closure
11_1_1126,closure
11_1_1127,closure
11_1_1128,closure
11_1_1129,closure
11_1_1130,closure
11_1_1131,closure
11_1_1132,closure
11_1_1133,closure
11_1_1134,closure
11_1_1135,closure
11_1_1136,closure
11_1_1137,closure
11_1_1138,closure
11_1_1139,closure
11_1_1140,closure
11_1_1141,closure
11_1_1142,closure
11_1_1143,closure
11_1_1144,closure
11_1_1145,closure
11_1_1146,closure
11_1_1147,closure
11_1_1148,closure
11_1_1149,closure
11_1_1150,closure
11_1_1151,closure
11_1_1152,closure
11_1_1153,closure
11_1_1154,closure
11_1_1155,closure
11_1_1156,closure
11_1_1157,closure
11_1_1158,closure
11_1_1159,closure
11_1_1160,closure
11_1_1161,closure
11_1_1162,closure
11_1_1163,closure
11_1_1164,closure
11_1_1165,closure
11_1_1166,closure
11_1_1168,closure
11_1_1182,closure
11_1_1183,closure
11_1_1184,closure
11_1_1185,closure
11_1_1186,closure
11_1_1187,closure
11_1_1188,closure
11_1_1189,closure
11_1_1190,closure
11_1_1191,closure
11_1_1192,closure
11_1_1193,closure
11_1_1194,closure
11_1_1195,closure
11_1_1196,closure
11_1_1200,closure
11_1_1202,closure
11_1_1203,closure
11_1_1204,closure
11_1_1205,closure
11_1_1206,closure
11_1_1207,closure
11_1_1208,closure
11_1_1209,closure
11_1_1210,closure
11_1_1211,closure
11_1_1212,closure
11_1_1213,closure
11_1_1214,closure
11_1_1215,closure
11_1_1216,closure
11_1_1217,closure
11_1_1218,closure
11_1_1219,closure
11_1_1220,closure
11_1_1221,closure
11_1_1222,closure
11_1_1223,closure
11_1_1224,closure
11_1_1225,closure
11_1_1226,closure
11_1_1227,closure
11_1_1228,closure
11_1_1229,closure
11_1_1230,closure
11_1_1231,closure
11_1_1232,closure
11_1_1233,closure
11_1_1234,closure
11_1_1235,closure
11_1_1236,closure
11_1_1237,closure
11_1_1238,closure
11_1_1239,closure
11_1_1240,closure
11_1_1241,closure
11_1_1242,closure
11_1_1243,closure
11_1_1244,closure
11_1_1245,closure
11_1_1246,closure
11_1_1247,closure
11_1_1248,closure
11_1_1249,closure
11_1_1250,closure
11_1_1251,closure
11_1_1252,closure
11_1_1253,closure
11_1_1254,closure
11_1_1255,closure
11_1_1256,closure
11_1_1257,closure
11_1_1258,closure
11_1_1259,closure
11_1_1260,closure
11_1_1261,closure
11_1_1262,closure
11_1_1263,closure
11_1_1264,closure
11_1_1265,closure
11_1_1266,closure
11_1_1267,closure
11_1_1268,closure
11_1_1269,closure
11_1_1270,closure
11_1_1271,closure
11_1_1272,closure
11_1_1273,closure
11_1_1274,closure
11_1_1275,closure
11_1_1276,closure
11_1_1277,closure
11_1_1278,closure
11_1_1279,closure
11_1_1280,closure
11_1_1281,closure
11_1_1282,closure
11_1_1283,closure
11_1_1284,closure
11_1_1285,closure
11_1_1286,closure
11_1_1287,closure
11_1_1310,dressing
11_1_1311,dressing
11_1_1312,dressing
11_1_1314,dressing
11_1_1315,dressing
11_1_1316,dressing
11_1_1317,dressing
11_1_1318,dressing
11_1_1319,dressing
11_1_1320,dressing
11_1_1321,dressing
11_1_1322,dressing
11_1_1323,dressing
11_1_1324,dressing
11_1_1325,dressing
11_1_1327,dressing
11_1_1328,dressing
11_1_1329,dressing
11_1_1330,dressing
11_1_1343,dressing
11_1_1344,dressing
11_1_1345,dressing
11_1_1346,dressing
11_1_1347,dressing
11_1_1348,dressing
11_1_1349,dressing
11_1_1350,dressing
11_1_1351,dressing
11_1_1352,dressing
11_1_1353,dressing
11_1_1354,dressing
11_1_1355,dressing
11_1_1356,dressing
11_1_1357,dressing
11_1_1358,dressing
11_1_1359,dressing
11_1_1360,dressing
